	referenced_tweets	id	conversation_id	author_id	lang	text	created_at	reply_settings	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	geo.coordinates.type	geo.coordinates.coordinates
84	[{'type': 'retweeted', 'id': '1633911897324912643'}]	1633937549759528960	1633937549759528960	291378370	en	RT @StoicSkeptical: Putting aside the fact that making DC a state would require a constitutional amendment which will never happen, DC stat…	2023-03-09T21:07:23.000Z	everyone	['1633937549759528960']	8	0	0	0	0				
85	[{'type': 'replied_to', 'id': '1633518451213090817'}]	1633937319790084098	1633518451213090817	53628479	en	@PenguinSix And these DC folk think they are worthy of statehood 🤣	2023-03-09T21:06:28.000Z	everyone	['1633937319790084098']	0	0	0	0	4	1429751			
86	[{'type': 'retweeted', 'id': '1633932895726321665'}]	1633936867212120066	1633936867212120066	1109901015036411905	en	RT @scottsantens: DC statehood please.	2023-03-09T21:04:40.000Z	everyone	['1633936867212120066']	5	0	0	0	0				
87	[{'type': 'retweeted', 'id': '1633911897324912643'}]	1633936448159113216	1633936448159113216	178704027	en	RT @StoicSkeptical: Putting aside the fact that making DC a state would require a constitutional amendment which will never happen, DC stat…	2023-03-09T21:03:00.000Z	everyone	['1633936448159113216']	8	0	0	0	0				
88	[{'type': 'retweeted', 'id': '1633882887073169410'}]	1633936184417157123	1633936184417157123	1577381633702887434	en	"RT @RepRashida: For the first time in over 30 years, Congress voted to overturn local DC legislation.

If @POTUS truly supports DC statehoo…"	2023-03-09T21:01:58.000Z	everyone	['1633936184417157123']	35	0	0	0	0				
89	[{'type': 'replied_to', 'id': '1633642869570371588'}]	1633936150024040448	1633642869570371588	1567477219982979072	en	@RSwirling This bill wasn’t about DC statehood	2023-03-09T21:01:49.000Z	everyone	['1633936150024040448']	0	0	0	0	61	18237313			
90	[{'type': 'retweeted', 'id': '1633932895726321665'}]	1633936018771681281	1633936018771681281	632279524	en	RT @scottsantens: DC statehood please.	2023-03-09T21:01:18.000Z	everyone	['1633936018771681281']	5	0	0	0	0				
91	[{'type': 'retweeted', 'id': '1633545869852278785'}]	1633935526578249728	1633935526578249728	867126938158198784	en	RT @oliviadinucci: So many people on the streets here I know, love &amp; respect. DC is a city where locals live not just the Capitol where peo…	2023-03-09T20:59:21.000Z	everyone	['1633935526578249728']	62	0	0	0	0				
92	[{'type': 'retweeted', 'id': '1633911897324912643'}]	1633935409095778304	1633935409095778304	136284056	en	RT @StoicSkeptical: Putting aside the fact that making DC a state would require a constitutional amendment which will never happen, DC stat…	2023-03-09T20:58:53.000Z	everyone	['1633935409095778304']	8	0	0	0	0				
93	[{'type': 'retweeted', 'id': '1633681594958458881'}]	1633935295833075712	1633935295833075712	152006028	en	RT @prem_thakker: And how are Democrats being rewarded for abandoning their principles for D.C. statehood, or even moderate justice reform?…	2023-03-09T20:58:26.000Z	everyone	['1633935295833075712']	11	0	0	0	0				
94	[{'type': 'retweeted', 'id': '1633760837293752320'}]	1633935228426133507	1633935228426133507	1340408944758583297	en	"RT @SuzieBird4: Florida #FL09 Vote Darren Soto
Hes for: 
Social security
Gun safety reform
Renewable energy
Puerto Rico statehood
Environme…"	2023-03-09T20:58:10.000Z	everyone	['1633935228426133507']	63	0	0	0	0				
95	[{'type': 'replied_to', 'id': '1633627792544874501'}]	1633935191151394817	1633627792544874501	1633815563951538177	en	@51stDC The city council just proved that they are incapable of governing. This was a ridiculous piece of legislation. We need Congressional oversight as long as this group of clowns is running the city. They set statehood back years. The rest of the country is laughing at us.	2023-03-09T20:58:01.000Z	everyone	['1633935191151394817']	0	0	0	0	4	1234682312			
96	[{'type': 'retweeted', 'id': '1633823836457304065'}]	1633935005109063680	1633935005109063680	1621971021594255360	en	RT @flip58: @SenatorRisch We need to work on a constitutional amendment to give the residents of Washinton DC statehood. The residents shou…	2023-03-09T20:57:16.000Z	everyone	['1633935005109063680']	1	0	0	0	0				
97	[{'type': 'retweeted', 'id': '1633545869852278785'}]	1633935005075353601	1633935005075353601	83915318	en	RT @oliviadinucci: So many people on the streets here I know, love &amp; respect. DC is a city where locals live not just the Capitol where peo…	2023-03-09T20:57:16.000Z	everyone	['1633935005075353601']	62	0	0	0	0				
98	[{'type': 'retweeted', 'id': '1627530395322572800'}]	1633934652951130113	1633934652951130113	1442008130993332224	en	"RT @RahulGandhi: Best wishes to the people of Arunachal Pradesh and Mizoram on their statehood day.

Blessed by natural beauty and wonderfu…"	2023-03-09T20:55:52.000Z	everyone	['1633934652951130113']	3948	0	0	0	0				
99	[{'type': 'replied_to', 'id': '1633934308305149954'}]	1633934652347133952	1633911139963662337	2692697382	en	@RepCori @POTUS You also know damn well that ANY determination of statehood for DC will require a Constitutional amendment, ratified by the majority of states.	2023-03-09T20:55:52.000Z	everyone	['1633934652347133952']	0	0	0	0	0	2692697382			
100	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633933869085863936	1633933869085863936	1604222277242994689	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T20:52:46.000Z	everyone	['1633933869085863936']	380	0	0	0	0				
101	[{'type': 'retweeted', 'id': '1633625994052399106'}]	1633933766338179072	1633933766338179072	180237277	en	RT @DemocracyDocket: “D.C. statehood is the only way to ensure American citizens living in Washington, D.C. have full representation in Con…	2023-03-09T20:52:21.000Z	everyone	['1633933766338179072']	95	0	0	0	0				
102	[{'type': 'quoted', 'id': '1633905511610368024'}]	1633933477715537921	1633933477715537921	2345774226	en	This is why D.C. needs #statehood, so this kind of sandbagging doesn't keep happening. (And yes, Congress has been messing up D.C. governance for decades, contributing in large part to the city's many problems.) https://t.co/Q2dZpd4wJ7	2023-03-09T20:51:12.000Z	everyone	['1633933477715537921']	0	0	1	0	82				
103	[{'type': 'retweeted', 'id': '1633911897324912643'}]	1633933187780071424	1633933187780071424	1565451961465331712	en	RT @StoicSkeptical: Putting aside the fact that making DC a state would require a constitutional amendment which will never happen, DC stat…	2023-03-09T20:50:03.000Z	everyone	['1633933187780071424']	8	0	0	0	0				
104	[{'type': 'replied_to', 'id': '1633562596623151107'}]	1633933173263593474	1633562596623151107	3145696327	en	@ChuckModi1 Before any talk of statehood, how about some Civics lessons for this crowd on what it takes to amend the Constitution? Specifically, repealing the #23A. Be aspirational- start small, work your way up to reality.	2023-03-09T20:50:00.000Z	everyone	['1633933173263593474']	0	0	0	0	4	728604440			
105	[{'type': 'retweeted', 'id': '1633932895726321665'}]	1633933125372768256	1633933125372768256	2544219759	en	RT @scottsantens: DC statehood please.	2023-03-09T20:49:48.000Z	everyone	['1633933125372768256']	5	0	0	0	0				
106		1633933097006772225	1633933097006772225	820607323	en	Going to get this framed &amp; hang it over my gold plated toilet that I paid for with all my statehood riches! 😂 https://t.co/kkczYvvkcH	2023-03-09T20:49:41.000Z	everyone	['1633933097006772225']	0	4	13	0	506				
107	[{'type': 'retweeted', 'id': '1633932895726321665'}]	1633933018078277633	1633933018078277633	1323662834371334144	en	RT @scottsantens: DC statehood please.	2023-03-09T20:49:23.000Z	everyone	['1633933018078277633']	5	0	0	0	0				
108	[{'type': 'retweeted', 'id': '1633882887073169410'}]	1633933017994391552	1633933017994391552	1221404700785901573	en	"RT @RepRashida: For the first time in over 30 years, Congress voted to overturn local DC legislation.

If @POTUS truly supports DC statehoo…"	2023-03-09T20:49:23.000Z	everyone	['1633933017994391552']	35	0	0	0	0				
109	[{'type': 'retweeted', 'id': '1633932895726321665'}]	1633932966152863744	1633932966152863744	1171171	en	RT @scottsantens: DC statehood please.	2023-03-09T20:49:10.000Z	everyone	['1633932966152863744']	5	0	0	0	0				
110	[{'type': 'quoted', 'id': '1633905511610368024'}]	1633932895726321665	1633932895726321665	14297863	en	DC statehood please. https://t.co/pP1SmLtNaL	2023-03-09T20:48:54.000Z	everyone	['1633932895726321665']	5	1	23	0	2100				
111	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633932822132998144	1633932822132998144	1288889696240766979	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T20:48:36.000Z	everyone	['1633932822132998144']	380	0	0	0	0				
112	[{'type': 'retweeted', 'id': '1633603296035323924'}]	1633932708404686848	1633932708404686848	1204246558666944512	en	RT @EricMGarcia: .@AOC lays into the Biden administration for supporting Republicans’ bill to block DC’s crime law. “supporting statehood,…	2023-03-09T20:48:09.000Z	everyone	['1633932708404686848']	222	0	0	0	0				
113	[{'type': 'replied_to', 'id': '1633905511610368024'}]	1633932653194797056	1633905511610368024	14297863	en	@cuneytdil This is bullshit. It's time for DC statehood.	2023-03-09T20:47:56.000Z	everyone	['1633932653194797056']	0	0	5	0	430	301789519			
114	[{'type': 'quoted', 'id': '1633931936887619584'}]	1633932209936801792	1633932209936801792	58597015	en	US House passes resolution offering statehood to Uganda. https://t.co/GrDl0mydXk	2023-03-09T20:46:10.000Z	everyone	['1633932209936801792']	0	0	0	0	123				
115	[{'type': 'retweeted', 'id': '1633882887073169410'}]	1633932198402301961	1633932198402301961	30243433	en	"RT @RepRashida: For the first time in over 30 years, Congress voted to overturn local DC legislation.

If @POTUS truly supports DC statehoo…"	2023-03-09T20:46:07.000Z	everyone	['1633932198402301961']	35	0	0	0	0				
116	[{'type': 'replied_to', 'id': '1633645845269688320'}]	1633932123576098816	1633645845269688320	1518729827355742208	en	@ChrisMurphyCT We’re a Republic knucklehead and DC was not afforded statehood specifically to avoid lots of the garbage going on in DC and the Capitol today. They fall under Congressional jurisdiction and you just violated your oath of office. #Civics101	2023-03-09T20:45:49.000Z	everyone	['1633932123576098816']	0	0	0	0	1	150078976			
117	[{'type': 'retweeted', 'id': '1633931421260697603'}]	1633931475593621510	1633931475593621510	18945736	en	RT @turnJBup1013: @ritaresarian We really elected George W Bush Lite. Anti labor, corporate boot licking DINO. That recent bullshit about D…	2023-03-09T20:43:15.000Z	everyone	['1633931475593621510']	1	0	0	0	0				
118	[{'type': 'replied_to', 'id': '1633922235852521472'}]	1633931460737646592	1633922235852521472	840698215515086848	en	@PeterZeihan If cartels can be rational maybe they can negotiate a surrender that allows them retirement instead of “retirement” Mexico should really join the US as territories with a path way to statehood that will be blazed by enforcement of the US legal system, backed by the US military.	2023-03-09T20:43:11.000Z	everyone	['1633931460737646592']	0	1	0	0	99	1688796138			
119	[{'type': 'replied_to', 'id': '1633889192441724944'}]	1633931421260697603	1633889192441724944	2635436176	en	@ritaresarian We really elected George W Bush Lite. Anti labor, corporate boot licking DINO. That recent bullshit about DC statehood shows he’s still that same 1994 crime bill author.	2023-03-09T20:43:02.000Z	everyone	['1633931421260697603']	1	0	1	0	65	18945736			
120	[{'type': 'replied_to', 'id': '1633627792544874501'}]	1633931365661167616	1633627792544874501	1511757302591799297	en	@51stDC It. Will. Never. Happen. Those running this game know it. Follow the money. The organizers of the DC statehood movement are enriching themselves thru contributions;KNOWING that there is ZERO chance that DC achieved statehood. Shame on the rubes for being ignorant enough to buy it	2023-03-09T20:42:49.000Z	everyone	['1633931365661167616']	0	0	0	0	4	1234682312			
121	[{'type': 'quoted', 'id': '1633905511610368024'}]	1633931088396468224	1633931088396468224	824324549093326848	en	"Waiting for the next chorus of ""I support DC Statehood/Home Rule, but....."" https://t.co/XPUJL7u3qm"	2023-03-09T20:41:43.000Z	everyone	['1633931088396468224']	0	0	5	0	182				
122	[{'type': 'replied_to', 'id': '1633912439547854849'}]	1633930511855886341	1633645845269688320	1475688293975027714	en	"@Sam_I_Am_ATX @warrior_jcruse @StephenM @ChrisMurphyCT It’s unreasonable for the same reason that you desire representation without statehood. 

DC has a voice in Congress and on Committees."	2023-03-09T20:39:25.000Z	everyone	['1633930511855886341']	0	1	0	0	11	558385164			
123	[{'type': 'retweeted', 'id': '1633550611433005068'}]	1633929463082913793	1633929463082913793	771785672772444160	en	RT @equalityAlec: The political significance of this development is enormous, not just for DC statehood.  Biden's move--and support of Dem…	2023-03-09T20:35:15.000Z	everyone	['1633929463082913793']	121	0	0	0	0				
124		1633929270207864833	1633929270207864833	1511757302591799297	en	I’m laughing at the rubes falling for the “DC Statehood” bologna. Those who are pushing DC Statehood KNOW that it requires a constitutional amendment, and that it will NEVER pass. I can only assume those who are pushing this fairy tale are enriching themselves thru contributions	2023-03-09T20:34:29.000Z	everyone	['1633929270207864833']	0	0	0	0	2				
125	[{'type': 'quoted', 'id': '1633927650979840001'}]	1633929039324016640	1633929039324016640	1578532348156514304	en	The Founders were very specific in the Constitution that our nation's capital should NOT be in any specific state. That's why DC was established after trying New York and Philadelphia. This is why I oppose DC statehood. The Founders did not want it. Period. https://t.co/StqLc3DUYv	2023-03-09T20:33:34.000Z	everyone	['1633929039324016640']	0	0	0	0	5				
126	[{'type': 'replied_to', 'id': '1633562596623151107'}]	1633928905563463681	1633562596623151107	806588108103942144	en	@ChuckModi1 So if they don't get statehood then they will shut down DC? Sounds like insurection.	2023-03-09T20:33:02.000Z	everyone	['1633928905563463681']	0	0	0	0	3	728604440			
127	[{'type': 'replied_to', 'id': '1633823714448928768'}]	1633928431657263105	1633823714448928768	1255222757383643138	en	@BeachCity55 DC doesn't get statehood because it is supposed to be neutral. Why would we change that now? People want their voices heard? Move to a state that has representatives. Your bank account would thank you also.	2023-03-09T20:31:09.000Z	everyone	['1633928431657263105']	0	0	0	0	2	74311481			
